folder,class_id,label,make,model,body,year_start,year_end,matched
LOTUS_Evora_Sport_410_20162018,2109,Lotus LOTUS Evora Sport 410,Lotus,LOTUS Evora Sport 410,other,2008,2024,True
LOTUS_Exige_20042007,2110,Lotus LOTUS Exige,Lotus,LOTUS Exige,other,2000,2024,True
LOTUS_Exige_20082012,2111,Lotus LOTUS Exige,Lotus,LOTUS Exige,other,2000,2024,True
LOTUS_Exige_S_20122021,2112,Lotus LOTUS Exige S,Lotus,LOTUS Exige S,other,2000,2024,True
LOTUS_Sport_240_Final_Edition_2021Present,2113,Lotus LOTUS Sport 240 Final Edition,Lotus,LOTUS Sport 240 Final Edition,convertible,1997,2024,True
LOTUS_Sport_390_Final_Edition_2021Present,2114,Lotus LOTUS Sport 390 Final Edition,Lotus,LOTUS Sport 390 Final Edition,other,2000,2024,True
LOTUS_Sport_420_Final_Edition_2021Present,2115,Lotus LOTUS Sport 420 Final Edition,Lotus,LOTUS Sport 420 Final Edition,other,2000,2024,True
MARUTI_SUZUKI_Ciaz_20142017,2116,Marutisuzuki MARUTI SUZUKI Ciaz,Marutisuzuki,MARUTI SUZUKI Ciaz,other,2014,2017,True
MASERATI_3200_GT_19982002,2117,Maserati MASERATI 3200 GT,Maserati,MASERATI 3200 GT,other,1998,2004,True
MASERATI_Coupe_20022004,2118,Maserati MASERATI Coupe,Maserati,MASERATI Coupe,other,1998,2004,True
MASERATI_Ghibli_20132017,2119,Maserati MASERATI Ghibli,Maserati,MASERATI Ghibli,other,1967,2024,True
MASERATI_Ghibli_2020Present,2120,Maserati MASERATI Ghibli,Maserati,MASERATI Ghibli,other,1967,2024,True
MASERATI_Ghibli_GranLusso_20172020,2121,Maserati MASERATI Ghibli GranLusso,Maserati,MASERATI Ghibli GranLusso,other,1967,2024,True
MASERATI_GranCabrio_20102017,2122,Maserati MASERATI GranCabrio,Maserati,MASERATI GranCabrio,convertible,2010,2024,True
MASERATI_GranCabrio_2017Present,2123,Maserati MASERATI GranCabrio,Maserati,MASERATI GranCabrio,convertible,2010,2024,True
MASERATI_GranTurismo_2007Present,2124,Maserati MASERATI GranTurismo,Maserati,MASERATI GranTurismo,other,2007,2024,True
MASERATI_GranTurismo_MC_Stradale_20112017,2125,Maserati MASERATI GranTurismo MC Stradale,Maserati,MASERATI GranTurismo MC Stradale,other,2007,2024,True
MASERATI_GranTurismo_S_20082012,2126,Maserati MASERATI GranTurismo S,Maserati,MASERATI GranTurismo S,other,2007,2024,True
MASERATI_Levante_2016Present,2127,Maserati MASERATI Levante,Maserati,MASERATI Levante,suv,2016,2024,True
MASERATI_Levante_Trofeo_20182020,2128,Maserati MASERATI Levante Trofeo,Maserati,MASERATI Levante Trofeo,suv,2016,2024,True
MASERATI_MC_12_20042005,2129,Maserati MASERATI MC 12,Maserati,MASERATI MC 12,other,2004,2005,True
MASERATI_Quattroporte_VI_20132016,2130,Maserati MASERATI Quattroporte VI,Maserati,MASERATI Quattroporte VI,other,1963,2024,True
MASERATI_Quattroporte_VI_2016Present,2131,Maserati MASERATI Quattroporte VI,Maserati,MASERATI Quattroporte VI,other,1963,2024,True
MASERATI_Quattroporte_V_20032012,2132,Maserati MASERATI Quattroporte V,Maserati,MASERATI Quattroporte V,other,1963,2024,True
MASERATI__Quattroporte_Sport_GT_S_20092013,2133,Maserati MASERATI Quattroporte Sport GT S,Maserati,MASERATI Quattroporte Sport GT S,other,2009,2013,True
MAYBACH_57_Spezial_W240_20062012,2134,Maybach MAYBACH 57 Spezial W240,Maybach,MAYBACH 57 Spezial W240,other,2002,2012,True
MAYBACH_57_W240_20022012,2135,Maybach MAYBACH 57 W240,Maybach,MAYBACH 57 W240,other,2002,2012,True
MAYBACH_62_V240_20022012,2136,Maybach MAYBACH 62 V240,Maybach,MAYBACH 62 V240,other,2002,2012,True
MAYBACH_62_Zeppelin_20092012,2137,Maybach MAYBACH 62 Zeppelin,Maybach,MAYBACH 62 Zeppelin,other,2002,2012,True
MAYBACH_Landaulet_20082012,2138,Maybach MAYBACH Landaulet,Maybach,MAYBACH Landaulet,convertible,2008,2012,True
MAYBACH_Typ_SW_42_19401945,2139,Maybach MAYBACH Typ SW 42,Maybach,MAYBACH Typ SW 42,other,1935,1954,True
MAYBACH_Typ_SW_42_Cabriolet_19401945,2140,Maybach MAYBACH Typ SW 42 Cabriolet,Maybach,MAYBACH Typ SW 42 Cabriolet,other,1935,1954,True
MAZDA_2_20072014,2141,Mazda MAZDA 2,Mazda,MAZDA 2,hatchback,2007,2014,True
MAZDA_2_20142019,2142,Mazda MAZDA 2,Mazda,MAZDA 2,hatchback,2007,2014,True
MAZDA_2_2019Present,2143,Mazda MAZDA 2,Mazda,MAZDA 2,hatchback,2002,2024,True
MAZDA_2__Demio_20022007,2144,Mazda MAZDA 2 Demio,Mazda,MAZDA 2 Demio,hatchback,2002,2024,True
MAZDA_3_MPS__MAZDASPEED3_20062009,2145,Mazda MAZDA 3 MPS MAZDASPEED3,Mazda,MAZDA 3 MPS MAZDASPEED3,hatchback,2006,2013,True
MAZDA_3_MPS__MAZDASPEED3_20092013,2146,Mazda MAZDA 3 MPS MAZDASPEED3,Mazda,MAZDA 3 MPS MAZDASPEED3,hatchback,2006,2013,True
MAZDA_3__Axela_Hatchback_20092013,2147,Mazda MAZDA 3 Axela Hatchback,Mazda,MAZDA 3 Axela Hatchback,hatchback,2004,2024,True
MAZDA_3__Axela_Hatchback_20132016,2148,Mazda MAZDA 3 Axela Hatchback,Mazda,MAZDA 3 Axela Hatchback,hatchback,2004,2024,True
MAZDA_3__Axela_Hatchback_20162018,2149,Mazda MAZDA 3 Axela Hatchback,Mazda,MAZDA 3 Axela Hatchback,hatchback,2004,2024,True
MAZDA_3__Axela_Sedan_20042009,2150,Mazda MAZDA 3 Axela Sedan,Mazda,MAZDA 3 Axela Sedan,other,2004,2024,True
MAZDA_3__Axela_Sedan_20092013,2151,Mazda MAZDA 3 Axela Sedan,Mazda,MAZDA 3 Axela Sedan,other,2004,2024,True
MAZDA_3__Axela_Sedan_20132016,2152,Mazda MAZDA 3 Axela Sedan,Mazda,MAZDA 3 Axela Sedan,other,2004,2024,True
MAZDA_3__Axela_Sedan_20162018,2153,Mazda MAZDA 3 Axela Sedan,Mazda,MAZDA 3 Axela Sedan,other,2004,2024,True
MAZDA_5__Premacy_20052008,2154,Mazda MAZDA 5 Premacy,Mazda,MAZDA 5 Premacy,van,2005,2024,True
MAZDA_5__Premacy_20082010,2155,Mazda MAZDA 5 Premacy,Mazda,MAZDA 5 Premacy,van,2005,2024,True
MAZDA_5__Premacy_2010Present,2156,Mazda MAZDA 5 Premacy,Mazda,MAZDA 5 Premacy,van,2005,2024,True
MAZDA_6Atenza_Hatchback_20022005,2157,Mazda MAZDA 6Atenza Hatchback,Mazda,MAZDA 6Atenza Hatchback,hatchback,2002,2013,True
MAZDA_6Atenza_Hatchback_20072013,2158,Mazda MAZDA 6Atenza Hatchback,Mazda,MAZDA 6Atenza Hatchback,hatchback,2002,2013,True
MAZDA_6Atenza_Sedan_20022005,2159,Mazda MAZDA 6Atenza Sedan,Mazda,MAZDA 6Atenza Sedan,other,2002,2024,True
MAZDA_6Atenza_Sedan_20052007,2160,Mazda MAZDA 6Atenza Sedan,Mazda,MAZDA 6Atenza Sedan,other,2002,2024,True
MAZDA_6Atenza_Sedan_20072013,2161,Mazda MAZDA 6Atenza Sedan,Mazda,MAZDA 6Atenza Sedan,other,2002,2024,True
MAZDA_6Atenza_Wagon_20052007,2162,Mazda MAZDA 6Atenza Wagon,Mazda,MAZDA 6Atenza Wagon,wagon,2002,2024,True
MAZDA_6Atenza_Wagon_20072012,2163,Mazda MAZDA 6Atenza Wagon,Mazda,MAZDA 6Atenza Wagon,wagon,2002,2024,True
MAZDA_6Atenza_Wagon_20132015,2164,Mazda MAZDA 6Atenza Wagon,Mazda,MAZDA 6Atenza Wagon,wagon,2002,2024,True
MAZDA_6__Atenza_Sedan_20152018,2165,Mazda MAZDA 6Atenza Sedan,Mazda,MAZDA 6Atenza Sedan,other,2002,2024,True
MAZDA_6__Atenza_Sedan_2018Present,2166,Mazda MAZDA 6 Atenza Sedan,Mazda,MAZDA 6 Atenza Sedan,other,2002,2024,True
MAZDA_6__Atenza_Wagon_2015Present,2167,Mazda MAZDA 6 Atenza Wagon,Mazda,MAZDA 6 Atenza Wagon,wagon,2002,2024,True
MAZDA_BT50_20062011,2168,Mazda MAZDA BT50,Mazda,MAZDA BT50,truck,2006,2020,True
MAZDA_BT50_20112015,2169,Mazda MAZDA BT50,Mazda,MAZDA BT50,truck,2006,2020,True
MAZDA_BT50_20152018,2170,Mazda MAZDA BT50,Mazda,MAZDA BT50,truck,2006,2020,True
MAZDA_Biante_2008Present,2171,Mazda MAZDA Biante,Mazda,MAZDA Biante,van,2008,2024,True
MAZDA_CX3_20152018,2172,Mazda MAZDA CX3,Mazda,MAZDA CX3,suv,2015,2024,True
MAZDA_CX3_2018Present,2173,Mazda MAZDA CX3,Mazda,MAZDA CX3,suv,2015,2024,True
MAZDA_CX50_2021Present,2174,Mazda MAZDA CX50,Mazda,MAZDA CX50,suv,2021,2024,True
MAZDA_CX5_2012Present,2175,Mazda MAZDA CX5,Mazda,MAZDA CX5,suv,2012,2024,True
MAZDA_CX5_20152016,2176,Mazda MAZDA CX5,Mazda,MAZDA CX5,suv,2012,2024,True
MAZDA_CX5_2016Present,2177,Mazda MAZDA CX5,Mazda,MAZDA CX5,suv,2012,2024,True
MAZDA_CX60_2022Present,2178,Mazda MAZDA CX60,Mazda,MAZDA CX60,suv,2022,2024,True
MAZDA_CX7_20072009,2179,Mazda MAZDA CX7,Mazda,MAZDA CX7,suv,2007,2012,True
MAZDA_CX7_20092012,2180,Mazda MAZDA CX7,Mazda,MAZDA CX7,suv,2007,2012,True
MAZDA_CX8_2017Present,2181,Mazda MAZDA CX8,Mazda,MAZDA CX8,suv,2017,2024,True
MAZDA_CX9_20092012,2182,Mazda MAZDA CX9,Mazda,MAZDA CX9,suv,2007,2024,True
MAZDA_CX9_20132016,2183,Mazda MAZDA CX9,Mazda,MAZDA CX9,suv,2007,2024,True
MAZDA_CX9_2016Present,2184,Mazda MAZDA CX9,Mazda,MAZDA CX9,suv,2007,2024,True
MAZDA_MX5__Miata_19891998,2185,Mazda MAZDA MX5 Miata,Mazda,MAZDA MX5 Miata,convertible,1989,2024,True
MAZDA_MX5__Miata_20082015,2186,Mazda MAZDA MX5 Miata,Mazda,MAZDA MX5 Miata,convertible,1989,2024,True
MAZDA_MX5__Miata_2015Present,2187,Mazda MAZDA MX5 Miata,Mazda,MAZDA MX5 Miata,convertible,1989,2024,True
MAZDA_MX5__Miata_RF_2016Present,2188,Mazda MAZDA MX5 Miata RF,Mazda,MAZDA MX5 Miata RF,convertible,1989,2024,True
MAZDA_MX5__Miata_Roadster_Coupe_2012Present,2189,Mazda MAZDA MX5 Miata Roadster Coupe,Mazda,MAZDA MX5 Miata Roadster Coupe,convertible,1989,2024,True
MAZDA_Mazda_speed_MX5__Miata_20042005,2190,Mazda MAZDA Mazda speed MX5 Miata,Mazda,MAZDA Mazda speed MX5 Miata,convertible,1989,2024,True
MAZDA_RX8_20032008,2191,Mazda MAZDA RX8,Mazda,MAZDA RX8,other,2003,2012,True
MAZDA_Tribute_20012007,2192,Mazda MAZDA Tribute,Mazda,MAZDA Tribute,suv,2001,2011,True
MAZDA_Tribute_20072008,2193,Mazda MAZDA Tribute,Mazda,MAZDA Tribute,suv,2001,2011,True
MCLAREN_570S_2016Present,2194,Mclaren MCLAREN 570S,Mclaren,MCLAREN 570S,other,2016,2024,True
MCLAREN_570S_Spider_2017Present,2195,Mclaren MCLAREN 570S Spider,Mclaren,MCLAREN 570S Spider,convertible,2017,2024,True
MCLAREN_650S_20142017,2196,Mclaren MCLAREN 650S,Mclaren,MCLAREN 650S,other,2014,2017,True
MCLAREN_650S_Spider_20142017,2197,Mclaren MCLAREN 650S Spider,Mclaren,MCLAREN 650S Spider,convertible,2014,2017,True
MCLAREN_675LT_20152017,2198,Mclaren MCLAREN 675LT,Mclaren,MCLAREN 675LT,other,2015,2017,True
MCLAREN_675LT_Spider_20162017,2199,Mclaren MCLAREN 675LT Spider,Mclaren,MCLAREN 675LT Spider,convertible,2016,2017,True
MCLAREN_720S_2017Present,2200,Mclaren MCLAREN 720S,Mclaren,MCLAREN 720S,other,2017,2024,True
MCLAREN_765LT_2020Present,2201,Mclaren MCLAREN 765LT,Mclaren,MCLAREN 765LT,other,2020,2024,True
MCLAREN_Artura_2021Present,2202,Mclaren MCLAREN Artura,Mclaren,MCLAREN Artura,other,2021,2024,True
MCLAREN_F1_19931998,2203,Mclaren MCLAREN F1,Mclaren,MCLAREN F1,other,1993,1998,True
MCLAREN_GT_2019Present,2204,Mclaren MCLAREN GT,Mclaren,MCLAREN GT,other,2019,2024,True
MCLAREN_MP412C_20112014,2205,Mclaren MCLAREN MP412C,Mclaren,MCLAREN MP412C,other,2011,2014,True
MCLAREN_MP412C_Spider_20122015,2206,Mclaren MCLAREN MP412C Spider,Mclaren,MCLAREN MP412C Spider,convertible,2012,2015,True
MCLAREN_P1_20132015,2207,Mclaren MCLAREN P1,Mclaren,MCLAREN P1,other,2013,2015,True
MCLAREN_Senna_2018Present,2208,Mclaren MCLAREN Senna,Mclaren,MCLAREN Senna,other,2018,2024,True
MERCEDES_BENZ_190_E_2316V_19841988,2209,Mercedes-Benz MERCEDES BENZ 190 E 2316V,Mercedes-Benz,MERCEDES BENZ 190 E 2316V,other,1984,2015,True
MERCEDES_BENZ_190_W201_19821993,2210,Mercedes-Benz MERCEDES BENZ 190 W201,Mercedes-Benz,MERCEDES BENZ 190 W201,other,1982,2024,True
MERCEDES_BENZ_300_SEL_63_W109_19671972,2211,Mercedes-Benz MERCEDES BENZ 300 SEL 63 W109,Mercedes-Benz,MERCEDES BENZ 300 SEL 63 W109,other,1951,2024,True
MERCEDES_BENZ_300_SL_Coupe_W198_19541957,2212,Mercedes-Benz MERCEDES BENZ 300 SL Coupe W198,Mercedes-Benz,MERCEDES BENZ 300 SL Coupe W198,convertible,1954,2024,True
MERCEDES_BENZ_300_SL_Roadster_Hardtop_W198_19581963,2213,Mercedes-Benz MERCEDES BENZ 300 SL Roadster Hardtop W198,Mercedes-Benz,MERCEDES BENZ 300 SL Roadster Hardtop W198,convertible,1954,2024,True
MERCEDES_BENZ_300_SL_Roadster_W198_19571963,2214,Mercedes-Benz MERCEDES BENZ 300 SL Roadster W198,Mercedes-Benz,MERCEDES BENZ 300 SL Roadster W198,convertible,1954,2024,True
MERCEDES_BENZ_500_E_W124_19911993,2215,Mercedes-Benz MERCEDES BENZ 500 E W124,Mercedes-Benz,MERCEDES BENZ 500 E W124,other,1946,2024,True
MERCEDES_BENZ_600_Pullman_Landaulet_V100_19651981,2216,Mercedes-Benz MERCEDES BENZ 600 Pullman Landaulet V100,Mercedes-Benz,MERCEDES BENZ 600 Pullman Landaulet V100,other,1930,2024,True
MERCEDES_BENZ_600_Pullman_W100_19641981,2217,Mercedes-Benz MERCEDES BENZ 600 Pullman W100,Mercedes-Benz,MERCEDES BENZ 600 Pullman W100,other,1930,2024,True
MERCEDES_BENZ_600_W100_19641981,2218,Mercedes-Benz MERCEDES BENZ 600 W100,Mercedes-Benz,MERCEDES BENZ 600 W100,other,1951,2024,True
MERCEDES_BENZ_A45_AMG_W176_20132015,2219,Mercedes-Benz MERCEDES BENZ A45 AMG W176,Mercedes-Benz,MERCEDES BENZ A45 AMG W176,hatchback,2013,2015,True
MERCEDES_BENZ_AClass_L_Sedan_2018Present,2220,Mercedes-Benz MERCEDES BENZ AClass L Sedan,Mercedes-Benz,MERCEDES BENZ AClass L Sedan,other,2018,2024,True
MERCEDES_BENZ_AClass_Sedan_V177_2018Present,2221,Mercedes-Benz MERCEDES BENZ AClass Sedan V177,Mercedes-Benz,MERCEDES BENZ AClass Sedan V177,other,2018,2024,True
MERCEDES_BENZ_AClass_W177_20182022,2222,Mercedes-Benz MERCEDES BENZ AClass W177,Mercedes-Benz,MERCEDES BENZ AClass W177,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_3_doors__W169_20042007,2223,Mercedes-Benz MERCEDES BENZ AKlasse 3 doors W169,Mercedes-Benz,MERCEDES BENZ AKlasse 3 doors W169,hatchback,2004,2012,True
MERCEDES_BENZ_AKlasse_Coupe_C169_20082012,2224,Mercedes-Benz MERCEDES BENZ AKlasse Coupe C169,Mercedes-Benz,MERCEDES BENZ AKlasse Coupe C169,hatchback,2004,2012,True
MERCEDES_BENZ_AKlasse_Lang_W168_20012004,2225,Mercedes-Benz MERCEDES BENZ AKlasse Lang W168,Mercedes-Benz,MERCEDES BENZ AKlasse Lang W168,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W168_19972001,2226,Mercedes-Benz MERCEDES BENZ AKlasse W168,Mercedes-Benz,MERCEDES BENZ AKlasse W168,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W168_20012004,2227,Mercedes-Benz MERCEDES BENZ AKlasse W168,Mercedes-Benz,MERCEDES BENZ AKlasse W168,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W169_20042007,2228,Mercedes-Benz MERCEDES BENZ AKlasse W169,Mercedes-Benz,MERCEDES BENZ AKlasse W169,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W169_20082012,2229,Mercedes-Benz MERCEDES BENZ AKlasse W169,Mercedes-Benz,MERCEDES BENZ AKlasse W169,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W176_20122015,2230,Mercedes-Benz MERCEDES BENZ AKlasse W176,Mercedes-Benz,MERCEDES BENZ AKlasse W176,hatchback,1997,2024,True
MERCEDES_BENZ_AKlasse_W176_20152018,2231,Mercedes-Benz MERCEDES BENZ AKlasse W176,Mercedes-Benz,MERCEDES BENZ AKlasse W176,hatchback,1997,2024,True
MERCEDES_BENZ_BClass_W246_20142018,2232,Mercedes-Benz MERCEDES BENZ BClass W246,Mercedes-Benz,MERCEDES BENZ BClass W246,van,2005,2024,True
MERCEDES_BENZ_BClass_W247_20182022,2233,Mercedes-Benz MERCEDES BENZ BClass W247,Mercedes-Benz,MERCEDES BENZ BClass W247,van,2005,2024,True
MERCEDES_BENZ_BKlasse_20082010,2234,Mercedes-Benz MERCEDES BENZ BKlasse,Mercedes-Benz,MERCEDES BENZ BKlasse,van,2005,2024,True
MERCEDES_BENZ_BKlasse_W245_20052008,2235,Mercedes-Benz MERCEDES BENZ BKlasse W245,Mercedes-Benz,MERCEDES BENZ BKlasse W245,van,2005,2024,True
MERCEDES_BENZ_BKlasse_W246_20122014,2236,Mercedes-Benz MERCEDES BENZ BKlasse W246,Mercedes-Benz,MERCEDES BENZ BKlasse W246,van,2005,2024,True
MERCEDES_BENZ_CClass_A205_2018Present,2237,Mercedes-Benz MERCEDES BENZ CClass A205,Mercedes-Benz,MERCEDES BENZ CClass A205,convertible,2016,2024,True
MERCEDES_BENZ_CClass_Cabriolet_A205_2016Present,2238,Mercedes-Benz MERCEDES BENZ CClass Cabriolet A205,Mercedes-Benz,MERCEDES BENZ CClass Cabriolet A205,convertible,2016,2024,True
MERCEDES_BENZ_CClass_Coupe_C205_2016Present,2239,Mercedes-Benz MERCEDES BENZ CClass Coupe C205,Mercedes-Benz,MERCEDES BENZ CClass Coupe C205,other,2011,2024,True
MERCEDES_BENZ_CClass_TModell_S204_20112014,2240,Mercedes-Benz MERCEDES BENZ CClass TModell S204,Mercedes-Benz,MERCEDES BENZ CClass TModell S204,wagon,1996,2024,True
MERCEDES_BENZ_CClass_TModell_S205_20142018,2241,Mercedes-Benz MERCEDES BENZ CClass TModell S205,Mercedes-Benz,MERCEDES BENZ CClass TModell S205,wagon,1996,2024,True
MERCEDES_BENZ_CClass_TModell_S206_2021Present,2242,Mercedes-Benz MERCEDES BENZ CClass TModell S206,Mercedes-Benz,MERCEDES BENZ CClass TModell S206,wagon,1996,2024,True
MERCEDES_BENZ_CClass_W206_2021Present,2243,Mercedes-Benz MERCEDES BENZ CClass W206,Mercedes-Benz,MERCEDES BENZ CClass W206,other,1982,2024,True
MERCEDES_BENZ_CKlasse_AMG_W203_20002004,2244,Mercedes-Benz MERCEDES BENZ CKlasse AMG W203,Mercedes-Benz,MERCEDES BENZ CKlasse AMG W203,other,1984,2015,True
MERCEDES_BENZ_CKlasse_Coupe_AMG_C204_20112016,2245,Mercedes-Benz MERCEDES BENZ CKlasse Coupe AMG C204,Mercedes-Benz,MERCEDES BENZ CKlasse Coupe AMG C204,other,2011,2016,True
MERCEDES_BENZ_CKlasse_Coupe_C204_20112013,2246,Mercedes-Benz MERCEDES BENZ CKlasse Coupe C204,Mercedes-Benz,MERCEDES BENZ CKlasse Coupe C204,other,2011,2024,True
MERCEDES_BENZ_CKlasse_Sport_Coupe_C203_20002004,2247,Mercedes-Benz MERCEDES BENZ CKlasse Sport Coupe C203,Mercedes-Benz,MERCEDES BENZ CKlasse Sport Coupe C203,other,2000,2011,True
MERCEDES_BENZ_CKlasse_Sport_Coupe_W203_20042007,2248,Mercedes-Benz MERCEDES BENZ CKlasse Sport Coupe W203,Mercedes-Benz,MERCEDES BENZ CKlasse Sport Coupe W203,other,2000,2011,True
MERCEDES_BENZ_CKlasse_TModell_S202_19972000,2249,Mercedes-Benz MERCEDES BENZ CKlasse TModell S202,Mercedes-Benz,MERCEDES BENZ CKlasse TModell S202,wagon,1996,2024,True
MERCEDES_BENZ_CKlasse_TModell_S204_20072011,2250,Mercedes-Benz MERCEDES BENZ CKlasse TModell S204,Mercedes-Benz,MERCEDES BENZ CKlasse TModell S204,wagon,1996,2024,True
MERCEDES_BENZ_CKlasse_TModell_W203_20012004,2251,Mercedes-Benz MERCEDES BENZ CKlasse TModell W203,Mercedes-Benz,MERCEDES BENZ CKlasse TModell W203,wagon,1996,2024,True
MERCEDES_BENZ_CKlasse_TModell_W203_20042007,2252,Mercedes-Benz MERCEDES BENZ CKlasse TModell W203,Mercedes-Benz,MERCEDES BENZ CKlasse TModell W203,wagon,1996,2024,True
MERCEDES_BENZ_CKlasse_W202_19931997,2253,Mercedes-Benz MERCEDES BENZ CKlasse W202,Mercedes-Benz,MERCEDES BENZ CKlasse W202,other,1982,2024,True
MERCEDES_BENZ_CKlasse_W203_20002004,2254,Mercedes-Benz MERCEDES BENZ CKlasse W203,Mercedes-Benz,MERCEDES BENZ CKlasse W203,other,1982,2024,True
MERCEDES_BENZ_CKlasse_W203_20042007,2255,Mercedes-Benz MERCEDES BENZ CKlasse W203,Mercedes-Benz,MERCEDES BENZ CKlasse W203,other,1982,2024,True
MERCEDES_BENZ_CKlasse_W204_20072011,2256,Mercedes-Benz MERCEDES BENZ CKlasse W204,Mercedes-Benz,MERCEDES BENZ CKlasse W204,other,1982,2024,True
MERCEDES_BENZ_CKlasse_W204_20112013,2257,Mercedes-Benz MERCEDES BENZ CKlasse W204,Mercedes-Benz,MERCEDES BENZ CKlasse W204,other,1982,2024,True
MERCEDES_BENZ_CLA_45_C117_20132016,2258,Mercedes-Benz MERCEDES BENZ CLA 45 C117,Mercedes-Benz,MERCEDES BENZ CLA 45 C117,other,2013,2016,True
MERCEDES_BENZ_CLA_C117_20132016,2259,Mercedes-Benz MERCEDES BENZ CLA C117,Mercedes-Benz,MERCEDES BENZ CLA C117,other,2013,2024,True
MERCEDES_BENZ_CLC_W203_20082011,2260,Mercedes-Benz MERCEDES BENZ CLC W203,Mercedes-Benz,MERCEDES BENZ CLC W203,other,2000,2011,True
MERCEDES_BENZ_CLK_55_AMG_C209_20032006,2261,Mercedes-Benz MERCEDES BENZ CLK 55 AMG C209,Mercedes-Benz,MERCEDES BENZ CLK 55 AMG C209,other,1999,2009,True
MERCEDES_BENZ_CLK_55_AMG_Cabrio_A209_20032006,2262,Mercedes-Benz MERCEDES BENZ CLK 55 AMG Cabrio A209,Mercedes-Benz,MERCEDES BENZ CLK 55 AMG Cabrio A209,convertible,1999,2009,True
MERCEDES_BENZ_CLK_63_AMG_Black_Series_C209_20072009,2263,Mercedes-Benz MERCEDES BENZ CLK 63 AMG Black Series C209,Mercedes-Benz,MERCEDES BENZ CLK 63 AMG Black Series C209,other,1999,2009,True
MERCEDES_BENZ_CLK_63_AMG_C209_20062009,2264,Mercedes-Benz MERCEDES BENZ CLK 63 AMG C209,Mercedes-Benz,MERCEDES BENZ CLK 63 AMG C209,other,1999,2009,True
MERCEDES_BENZ_CLK_63_AMG_Cabrio_A209_20062009,2265,Mercedes-Benz MERCEDES BENZ CLK 63 AMG Cabrio A209,Mercedes-Benz,MERCEDES BENZ CLK 63 AMG Cabrio A209,convertible,1999,2009,True
MERCEDES_BENZ_CLK_C208_19971999,2266,Mercedes-Benz MERCEDES BENZ CLK C208,Mercedes-Benz,MERCEDES BENZ CLK C208,other,1969,2024,True
MERCEDES_BENZ_CLK_C208_19992002,2267,Mercedes-Benz MERCEDES BENZ CLK C208,Mercedes-Benz,MERCEDES BENZ CLK C208,other,1969,2024,True
MERCEDES_BENZ_CLK_C209_20022006,2268,Mercedes-Benz MERCEDES BENZ CLK C209,Mercedes-Benz,MERCEDES BENZ CLK C209,other,1969,2024,True
MERCEDES_BENZ_CLK_C209_20052009,2269,Mercedes-Benz MERCEDES BENZ CLK C209,Mercedes-Benz,MERCEDES BENZ CLK C209,other,1969,2024,True
MERCEDES_BENZ_CLK_Cabrio_A208_19981999,2270,Mercedes-Benz MERCEDES BENZ CLK Cabrio A208,Mercedes-Benz,MERCEDES BENZ CLK Cabrio A208,convertible,1992,2024,True
MERCEDES_BENZ_CLK_Cabrio_A209_20052009,2271,Mercedes-Benz MERCEDES BENZ CLK Cabrio A209,Mercedes-Benz,MERCEDES BENZ CLK Cabrio A209,convertible,1992,2024,True
MERCEDES_BENZ_CLK_DTM_AMG_C209_20042004,2272,Mercedes-Benz MERCEDES BENZ CLK DTM AMG C209,Mercedes-Benz,MERCEDES BENZ CLK DTM AMG C209,other,1999,2009,True
MERCEDES_BENZ_CLK_DTM_AMG_Cabrio_A209_20062006,2273,Mercedes-Benz MERCEDES BENZ CLK DTM AMG Cabrio A209,Mercedes-Benz,MERCEDES BENZ CLK DTM AMG Cabrio A209,other,1999,2009,True
MERCEDES_BENZ_CLK_GTR_AMG_19981999,2274,Mercedes-Benz MERCEDES BENZ CLK GTR AMG,Mercedes-Benz,MERCEDES BENZ CLK GTR AMG,other,1998,1999,True
MERCEDES_BENZ_CLSKlasse_C218_20102014,2275,Mercedes-Benz MERCEDES BENZ CLSKlasse C218,Mercedes-Benz,MERCEDES BENZ CLSKlasse C218,other,2004,2024,True
MERCEDES_BENZ_CLSKlasse_C219_20042006,2276,Mercedes-Benz MERCEDES BENZ CLSKlasse C219,Mercedes-Benz,MERCEDES BENZ CLSKlasse C219,other,2004,2024,True
MERCEDES_BENZ_CLSKlasse_C219_20082010,2277,Mercedes-Benz MERCEDES BENZ CLSKlasse C219,Mercedes-Benz,MERCEDES BENZ CLSKlasse C219,other,2004,2024,True
MERCEDES_BENZ_CLS_55_AMG_C219_20042006,2278,Mercedes-Benz MERCEDES BENZ CLS 55 AMG C219,Mercedes-Benz,MERCEDES BENZ CLS 55 AMG C219,other,2004,2024,True
MERCEDES_BENZ_CLS_63_AMG_C218_20112014,2279,Mercedes-Benz MERCEDES BENZ CLS 63 AMG C218,Mercedes-Benz,MERCEDES BENZ CLS 63 AMG C218,other,2004,2024,True
MERCEDES_BENZ_CLS_63_AMG_C218_2014Present,2280,Mercedes-Benz MERCEDES BENZ CLS 63 AMG C218,Mercedes-Benz,MERCEDES BENZ CLS 63 AMG C218,other,2004,2024,True
